Title,Price,Operating system,Display diagonal,Memory,Main Camera,Front Camera,Delivery,Manufacturer,Manufacturer's country,Features
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989 990 ₸,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время"
