Title,Price,Operating_system,Display_diagonal,Memory,Main_Camera,Front_Camera,Delivery,Manufacturer,Manufacturer_country,Features,Color
Смартфон Vivo V21 Sunset Dazzle,179990,Android 11,"6,44″ - 16,4 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx,44 Mpx,бесплатно,Vivo,Китай,AG матовая поверхность,Голубой / фиолетовый
Смартфон Vivo V21e Diamond Flare,149990,Android 11,"6,44″ - 16,4 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx,44 Mpx,бесплатно,Vivo,Китай,AG матовая поверхность,Фиолетовый
Смартфон Vivo V21e Roman Black,149990,Android 11,"6,44″ - 16,4 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx,44 Mpx,бесплатно,Vivo,Китай,AG матовая поверхность,Черный
Смартфон Vivo X50 Frost Blue,229990,Android,"6,44″ - 16,4 см",128 GB,48 Mpx + 13 Mpx + 8 Mpx + 5 Mpx,32 Mpx,бесплатно,Vivo,Китай,"Датчик отпечатков пальцев, Поддержка 4G, Тройная камера",
Смартфон Vivo X50 Glaze Black,229990,Android,"6,56″ - 16,6 см",128 GB,48 Mpx + 13 Mpx + 8 Mpx + 5 Mpx,32 Mpx,бесплатно,Vivo,Китай,"Вспышка основной камеры, подсветка для селфи",
Смартфон Vivo X60 Pro Blue,369990,Android 11,"6,56″ - 16,6 см",256 GB,48 Mpx + 13 Mpx + 13 Mpx,32 Mpx,бесплатно,Vivo,Китай,"Профессиональная стабилизация, гибридная оперативная память",
Смартфон Vivo Y12s Nebula Blue,69990,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,8 Мп,бесплатно,Vivo,Китай,"Halo fullviewОЗУ 3ГБ, ПЗУ 32ГБ (расширение до 256ГБ)5000 мАч с реверсивной зарядкойСканер отпечатков в боковой кнопке блокировки",Синий
Смартфон Vivo Y12s Phantom Black,69990,Android 10,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,8 Мп,бесплатно,Vivo,Китай,"Halo fullviewОЗУ 3ГБ, ПЗУ 32ГБ (расширение до 256ГБ)5000 мАч с реверсивной зарядкойСканер отпечатков в боковой кнопке блокировки",Черный
Смартфон Vivo Y1s Olive Black,59990,Android 10,"6,23″ - 15,8 см",32 GB,13 Mpx,5 Mpx,бесплатно,Vivo,Китай,"Halo fullview (соотношение экрана к поверхности 88.6%)ОЗУ 2ГБ, ПЗУ 32ГБ (расширение до 256ГБ)4030 мАч с реверсивной зарядкой",Черный
Смартфон Vivo Y1s Ripple Blue,59990,Android 10,"6,23″ - 15,8 см",32 GB,13 Mpx,5 Mpx,бесплатно,Vivo,Китай,"Halo fullview (соотношение экрана к поверхности 88.6%)ОЗУ 2ГБ, ПЗУ 32ГБ (расширение до 256ГБ)4030 мАч с реверсивной зарядкой",Голубой
Смартфон Vivo Y20 Nebula Blue,79990,Android 10,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,Vivo,Китай,"Waterdrop дисплей c высокой четкости и удлиненным соотношением сторон 20:9, 5000 мАч с реверсивной зарядкой",Синий
Смартфон Vivo Y20 Obsidian Black,79990,Android 10,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,Vivo,Китай,"Waterdrop дисплей c высокой четкости и удлиненным соотношением сторон 20:9, 5000 мАч с реверсивной зарядкой",Черный
Смартфон Vivo Y31 4/128 GB Ocean Blue,109990,Android 11,"6,59″ - 16,74 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Vivo,Китай,"Тонкий корпус. Сканер отпечатков: на боковой грани. Датчики: акселерометр, освещенности, электронный компас, приближения, гироскоп. Быстрая зарядка. Мультисенсорный экран. Управление голосовое и жестами. Селфи с мягким освещением. Режим защиты зрения.HDR.",Синий
Смартфон Vivo Y31 4/128 GB Racing Black,109990,Android 11,"6,59″ - 16,74 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Vivo,Китай,"Тонкий корпус. Сканер отпечатков: на боковой грани. Датчики: акселерометр, освещенности, электронный компас, приближения, гироскоп. Быстрая зарядка. Мультисенсорный экран. Управление голосовое и жестами. Селфи с мягким освещением. Режим защиты зрения.HDR.",Черный
Смартфон Vivo Y31 4/64 GB Ocean Blue,99990,Android 11,"6,59″ - 16,74 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Vivo,Китай,"Тонкий корпус. Сканер отпечатков: на боковой грани. Датчики: акселерометр, освещенности, электронный компас, приближения, гироскоп. Быстрая зарядка. Мультисенсорный экран. Управление голосовое и жестами. Селфи с мягким освещением. Режим защиты зрения.HDR.",Синий
Смартфон Vivo Y31 4/64 GB Racing Black,99990,Android 11,"6,59″ - 16,74 см",64 GB,48 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Vivo,Китай,"Тонкий корпус. Сканер отпечатков: на боковой грани. Датчики: акселерометр, освещенности, электронный компас, приближения, гироскоп. Быстрая зарядка. Мультисенсорный экран. Управление голосовое и жестами. Селфи с мягким освещением. Режим защиты зрения.HDR.",Черный
Смартфон Vivo Y53s 6/128GB Deep sea blue,134990,Android 11,"6,59″ - 16,74 см",128 GB,64 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Vivo,Китай,5000 мАч + 33Вт зарядка,Синий
Смартфон Vivo Y53s 8/128GB Fantastic Rainbow,134990,Android 11,"6,59″ - 16,74 см",128 GB,64 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,Vivo,Китай,5000 мАч + 33Вт зарядка,Голубой
Смартфон Xiaomi 11 Lite 5G NE 6/128GB Truffle Black,179990,Android,"6,55″ - 16,64 см",128 GB,64Mpx + 8Mpx + 5Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддержка HDR10+ Always on display (10 секунд),
Смартфон Xiaomi 11 Lite 5G NE 8/128GB Bubblegum Blue,189990,Android,"6,55″ - 16,64 см",128 GB,64Mpx + 8Mpx + 5Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддержка HDR10+ Always on display (10 секунд),Синий
Смартфон Xiaomi 11 Lite 5G NE 8/128GB Truffle Black,189990,Android,"6,55″ - 16,64 см",128 GB,64Mpx + 8Mpx + 5Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддержка HDR10+ Always on display (10 секунд),Черный
Смартфон Xiaomi 11 Lite 5G NE 8/256GB Bubblegum Blue,209990,Android,"6,55″ - 16,64 см",256 GB,64Mpx + 8Mpx + 5Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддержка HDR10+ Always on display (10 секунд),Синий
Смартфон Xiaomi 11 Lite 5G NE 8/256GB Truffle Black,209990,Android,"6,55″ - 16,64 см",256 GB,64Mpx + 8Mpx + 5Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддержка HDR10+ Always on display (10 секунд),Черный
Смартфон Xiaomi Mi 10T 6/128GB Cosmic Black,219990,Android,"6,67"" - 16,94 см",128 GB,,20 Mpx,бесплатно,Xiaomi,Китай,Дисплей 144 Гц,
Смартфон Xiaomi Mi 10T Pro 8/256GB Cosmic Black,259990,Android 10,"6,67"" - 16,94 см",256 GB,108 Mpx + 13 Mpx + 5 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица, гироскоп, акселерометр, датчик приближения, датчик освещения, компас",Черный
Смартфон Xiaomi Mi 11 8/256GB Horizon Blue,399990,Android,"6,8″ - 17,27 см",256 GB,108 Mpx + 13 Mpx + 5 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,"Смартфон тонкий, легкий и яркий; повышена скорость работы, увеличена мощность начинки; обработка изображений и аудио выведена на шаг вперед.",Голубой
Смартфон Xiaomi Mi 11 8/256GB Midnight Gray,399990,Android,"6,8″ - 17,27 см",256 GB,108 Mpx + 13 Mpx + 5 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,"Смартфон тонкий, легкий и яркий; повышена скорость работы, увеличена мощность начинки; обработка изображений и аудио выведена на шаг вперед.",Серый
Смартфон Xiaomi Mi 11 Lite 6/128GB Boba Black,149990,Android 11,"6,55″ - 16,64 см",128 GB,64Mpx + 8Mpx + 5Mpx,16 Mpx,бесплатно,Xiaomi,Китай,6.55-дюймовый AMOLED дисплей,Черный
Смартфон Xiaomi Mi 11 Lite 6/128GB Bubblegum Blue,149990,Android 11,"6,56″ - 16,6 см",128 GB,64Mpx + 8Mpx + 5Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица",Голубой
Смартфон Xiaomi Mi 11 Lite 6/128GB Peach Pink,149990,Android 11,"6,56″ - 16,6 см",128 GB,64Mpx + 8Mpx + 5Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица",Персиковый
Смартфон Xiaomi Mi 11 Lite 8/128GB Boba Black,159990,Android 11,"6,56″ - 16,6 см",128 GB,64Mpx + 8Mpx + 5Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица",Черный
Смартфон Xiaomi Mi 11 Lite 8/128GB Bubblegum Blue,159990,Android 11,"6,55″ - 16,64 см",128 GB,64Mpx + 8Mpx + 5Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица",Голубой
Смартфон Xiaomi Mi 11 Ultra 12/256GB Ceramic Black,599900,Android 11,"6,8″ - 17,27 см",256 GB,50 Mpx + 48 Mpx +48 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев (встроенный в экран), Разблокировка по лицу, Гироскоп, Акселерометр, Датчик приближения, Датчик освещенности, Компас, Стерео динамики Harmon Kardon, Hi-Res Audio, Линейный мотор на оси Х, Защита: IP68, Цвет: Чёрный, NFC",Черный
Смартфон Xiaomi Mi 11 Ultra 12/256GB Ceramic White,599900,Android 11,"6,8″ - 17,27 см",256 GB,50 Mpx + 48 Mpx +48 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев (встроенный в экран), Разблокировка по лицу, Гироскоп, Акселерометр, Датчик приближения, Датчик освещенности, Компас, Стерео динамики Harmon Kardon, Hi-Res Audio, Линейный мотор на оси Х, Защита: IP68, Цвет: Чёрный, NFC",Белый
Смартфон Xiaomi Poco F3 5G 6/128GB Deep Ocean Blue,179990,Android,"6,67"" - 16,94 см",128 GB,48 Mpx + 8 Mpx + 5 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддерживает 11 диапазонов глобальной сети,
Смартфон Xiaomi Poco F3 5G 8/256GB Night Black,199990,Android,"6,67"" - 16,94 см",256 GB,48 Mpx + 8 Mpx + 5 Mpx,20 Mpx,бесплатно,Xiaomi,Китай,Поддерживает 11 диапазонов глобальной сети,
Смартфон Xiaomi Redmi 10 4/128GB Carbon Gray,99990,Android 11,"6,55″ - 16,64 см",128 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Серый
Смартфон Xiaomi Redmi 10 4/128GB Pebble White,99990,Android 11,"6,55″ - 16,64 см",128 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Белый
Смартфон Xiaomi Redmi 10 4/128GB Sea Blue,99990,Android 11,"6,55″ - 16,64 см",128 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Голубой
Смартфон Xiaomi Redmi 10 4/64GB Carbon Gray,79990,Android 11,"6,55″ - 16,64 см",64 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Серый
Смартфон Xiaomi Redmi 10 4/64GB Pebble White,79990,Android 11,"6,55″ - 16,64 см",64 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Белый
Смартфон Xiaomi Redmi 10 4/64GB Sea Blue,79990,Android 11,"6,55″ - 16,64 см",64 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Голубой
Смартфон Xiaomi Redmi 10 6/128GB Sea Blue,109990,Android 11,"6,55″ - 16,64 см",128 GB,50 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас",Голубой
Смартфон Xiaomi Redmi 9 3/32GB Carbon Grey (NFC),59990,Android 10,"6,53″ - 16,59 см",32 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Мп,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Серый
Смартфон Xiaomi Redmi 9 3/32GB Ocean Green (NFC),59990,Android 10,"6,53″ - 16,59 см",32 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Мп,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Зеленый
Смартфон Xiaomi Redmi 9 3/32GB Sunset Purple (NFC),59990,Android 10,"6,53″ - 16,59 см",32 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Мп,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Фиолетовый
Смартфон Xiaomi Redmi 9 4/64GB Carbon Grey,64990,Android 10,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Mpx,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Серый
Смартфон Xiaomi Redmi 9 4/64GB Carbon Grey (NFC),64990,Android,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,18 Mpx,бесплатно,Xiaomi,Китай,"Плотность пикселей 395 ppi, 16 миллионов цветов. Датчики: акселерометр, датчик освещения, датчик приближения, компас",
Смартфон Xiaomi Redmi 9 4/64GB Ocean Green,64990,Android 10,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Mpx,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Зеленый
Смартфон Xiaomi Redmi 9 4/64GB Ocean Green (NFC),64990,Android 10,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица, акселерометр, датчик приближения, датчик освещения, компас",
Смартфон Xiaomi Redmi 9 4/64GB Sunset Purple,64990,Android 10,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Mpx,бесплатно,Xiaomi,Китай,Сканер отпечатка пальцев. Пульсометр.,Фиолетовый
Смартфон Xiaomi Redmi 9 4/64GB Sunset Purple (NFC),64990,Android,"6,53″ - 16,59 см",64 GB,13Mpx + 8Mpx + 5Mpx + 2Mpx,8 Mpx,бесплатно,Xiaomi,Китай,"Плотность пикселей 395 ppi, 16 миллионов цветов. Датчики: акселерометр, датчик освещения, датчик приближения, компас",
Смартфон Xiaomi Redmi 9A 2/32GB Granite Gray,54990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Акселерометр, Датчик приближения, Датчик освещения, Компас, Быстрая зарядка",Черный
Смартфон Xiaomi Redmi 9A 2/32GB Peacock Green,54990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Акселерометр, Датчик приближения, Датчик освещения, Компас, Быстрая зарядка",Зеленый
Смартфон Xiaomi Redmi 9A 2/32GB Sky Blue,54990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Акселерометр, Датчик приближения, Датчик освещения, Компас",Голубой
Смартфон Xiaomi Redmi 9C 2/32GB Midnight Gray,59990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальца, Сканер лица, Акселерометр, Датчик приближения, Датчик освещения, Компас",Черный
Смартфон Xiaomi Redmi 9C 2/32GB Twilight Blue,59990,Android 10,"6,53″ - 16,59 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальца, Сканер лица, Акселерометр, Датчик приближения, Датчик освещения, Компас",Синий
Смартфон Xiaomi Redmi 9C 3/64GB Midnight Gray,64990,Android 10,"6,53″ - 16,59 см",64 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальца, Сканер лица, Акселерометр, Датчик приближения, Датчик освещения, Компас",Черный
Смартфон Xiaomi Redmi 9C 3/64GB Twilight Blue,64990,Android 10,"6,53″ - 16,59 см",64 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальца, Сканер лица, Акселерометр, Датчик приближения, Датчик освещения, Компас",Синий
Смартфон Xiaomi Redmi 9C 4/128Gb Sunrise Orange,69990,Android,"6,53″ - 16,59 см",128 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальца, Сканер лица, Акселерометр, Датчик приближения, Датчик освещения, Компас",
Смартфон Xiaomi Redmi 9T 4/128GB Carbon Gray,89990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Серый
Смартфон Xiaomi Redmi 9T 4/128GB Ocean Green,89990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Зеленый
Смартфон Xiaomi Redmi 9T 4/128GB Sunrise Orange,89990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Оранжевый
Смартфон Xiaomi Redmi 9T 4/128GB Twilight Blue,89990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,"Датчики: датчик отпечатков пальцев, акселерометр, датчик приближения, датчик освещения, компас. Функция быстрой зарядки 18 Вт. Сканер лица",Синий
Смартфон Xiaomi Redmi 9T 4/64GB Carbon Gray,79990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Серый
Смартфон Xiaomi Redmi 9T 4/64GB Sunrise Orange,79990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Оранжевый
Смартфон Xiaomi Redmi 9T 4/64GB Twilight Blue,79990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Синий
Смартфон Xiaomi Redmi 9T 6/128GB Carbon Gray,99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Mpx,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Серебристый
Смартфон Xiaomi Redmi 9T 6/128Gb Sunrise Orange,99990,Android,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Mpx,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Оранжевый
Смартфон Xiaomi Redmi 9T EU 4/64GB Ocean Green,79990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,
Смартфон Xiaomi Redmi Note 10 4/128GB Lake Green,109990,Android 11,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Зеленый
Смартфон Xiaomi Redmi Note 10 4/128GB Onyx Gray,109990,Android 11,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Серый
Смартфон Xiaomi Redmi Note 10 4/128GB Pebble White,109990,Android 11,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Белый
Смартфон Xiaomi Redmi Note 10 4/64GB Lake Green,99990,Android 11,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Зеленый
Смартфон Xiaomi Redmi Note 10 4/64GB Onyx Gray,99990,Android 11,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Серый
Смартфон Xiaomi Redmi Note 10 4/64GB Pebble White,89890,Android 11,"6,4″ - 16,3 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Квадрокамера с разрешением до 48 Мп",Белый
Смартфон Xiaomi Redmi Note 10 Pro 6/128GB Glacier Blue,139990,Android,"6,67"" - 16,94 см",128 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,Основная камера поддерживает технологию Dual Native ISO,Голубой
Смартфон Xiaomi Redmi Note 10 Pro 6/128GB Onyx Gray,139990,Android,"6,67"" - 16,94 см",128 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,Основная камера поддерживает технологию Dual Native ISO,Серый
Смартфон Xiaomi Redmi Note 10 Pro 6/64GB Glacier Blue,129990,Android,"6,67"" - 16,94 см",64 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,,
Смартфон Xiaomi Redmi Note 10 Pro 8/128GB Glacier Blue,149990,Android 11,"6,67"" - 16,94 см",128 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица",Голубой
Смартфон Xiaomi Redmi Note 10 Pro 8/128GB Gradient Bronze,149990,Android 11,"6,67"" - 16,94 см",128 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица",Бронзовый
Смартфон Xiaomi Redmi Note 10 Pro 8/128GB Onyx Gray,149990,Android 11,"6,67"" - 16,94 см",128 GB,108 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица",Темно-серый
Смартфон Xiaomi Redmi Note 10S 6/128GB Ocean Blue,119990,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица, гироскоп, акселерометр, датчик приближения, датчик освещения, компас, стерео динамики",Голубой
Смартфон Xiaomi Redmi Note 10S 6/128GB Onyx Gray,119990,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица, гироскоп, акселерометр, датчик приближения, датчик освещения, компас, стерео динамики",Серый
Смартфон Xiaomi Redmi Note 10S 6/128GB Pebble White,119990,Android 11,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, сканер лица, гироскоп, акселерометр, датчик приближения, датчик освещения, компас, стерео динамики",Белый
Смартфон Xiaomi Redmi Note 10S 6/64GB Ocean Blue,109990,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас, Стерео динамики",Голубой
Смартфон Xiaomi Redmi Note 10S 6/64GB Onyx Gray,109990,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас, Стерео динамики",Серый
Смартфон Xiaomi Redmi Note 10S 6/64GB Pebble White,109990,Android 11,"6,4″ - 16,3 см",64 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Сканер отпечатка пальцев, Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Компас, Стерео динамики",Белый
Смартфон Xiaomi Redmi Note 9 3/64GB Forest Green,89990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Зеленый
Смартфон Xiaomi Redmi Note 9 3/64GB Forest Green (NFC),89990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Зеленый
Смартфон Xiaomi Redmi Note 9 3/64GB Midnight Grey (NFC),79890,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Серый
Смартфон Xiaomi Redmi Note 9 3/64GB Onyx Black,74890,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,
