Title,Price,Operating_system,Display_diagonal,Memory,Main_Camera,Front_Camera,Delivery,Manufacturer,Manufacturer_country,Features,Color
Смартфон Apple iPhone 11 128GB Black Slim Box,349890,iOS 13,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Черный
Смартфон Apple iPhone 11 128GB Green Slim Box,349890,iOS 13,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Зеленый
Смартфон Apple iPhone 11 128GB Product Red Slim Box,349890,iOS 13,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Красный
Смартфон Apple iPhone 11 128GB Purple Slim Box,349890,iOS 13,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Фиолетовый
Смартфон Apple iPhone 11 128GB White Slim Box,349890,iOS 13,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Белый
Смартфон Apple iPhone 11 64GB Black Slim Box,314890,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Черный
Смартфон Apple iPhone 11 64GB Green Slim Box,299890,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Зеленый
Смартфон Apple iPhone 11 64GB Product Red Slim Box,299890,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Красный
Смартфон Apple iPhone 11 64GB Purple Slim Box,314890,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Фиолетовый
Смартфон Apple iPhone 11 64GB White Slim Box,314890,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Белый
Смартфон Apple iPhone 11 64GB Yellow Slim Box,299800,iOS 13,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Slim Box, Защита от брызг и пыли, Система двух камер",Желтый
Смартфон Apple iPhone 12 128GB (PRODUCT)RED,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Красный
Смартфон Apple iPhone 12 128GB Black,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Черный
Смартфон Apple iPhone 12 128GB Blue,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Синий
Смартфон Apple iPhone 12 128GB Green,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Зеленый
Смартфон Apple iPhone 12 128GB Purple,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Поддержка технологии быстрой зарядки. Беспроводная зарядка. Датчики: датчик освещенности, датчик приближения, цифровой компас, G-сенсор (акселерометр), гироскоп, барометр, Face ID (распознавание лица с помощью камеры TrueDepth)",Фиолетовый
Смартфон Apple iPhone 12 128GB White,454890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Белый
Смартфон Apple iPhone 12 256GB (PRODUCT)RED,514840,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Красный
Смартфон Apple iPhone 12 256GB Black,514890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Черный
Смартфон Apple iPhone 12 256GB Blue,514890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Синий
Смартфон Apple iPhone 12 256GB Green,514890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Зеленый
Смартфон Apple iPhone 12 256GB Purple,514890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Поддержка технологии быстрой зарядки. Беспроводная зарядка. Датчики: датчик освещенности, датчик приближения, цифровой компас, G-сенсор (акселерометр), гироскоп, барометр, Face ID (распознавание лица с помощью камеры TrueDepth)",Фиолетовый
Смартфон Apple iPhone 12 256GB White,514840,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Белый
Смартфон Apple iPhone 12 64GB (PRODUCT)RED,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Красный
Смартфон Apple iPhone 12 64GB Black,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Черный
Смартфон Apple iPhone 12 64GB Blue,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Синий
Смартфон Apple iPhone 12 64GB Green,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Зеленый
Смартфон Apple iPhone 12 64GB Purple,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Поддержка технологии быстрой зарядки. Беспроводная зарядка. Датчики: датчик освещенности, датчик приближения, цифровой компас, G-сенсор (акселерометр), гироскоп, барометр, Face ID (распознавание лица с помощью камеры TrueDepth)",Фиолетовый
Смартфон Apple iPhone 12 64GB White,424890,iOS 14,"6,1″ - 15,5 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Быстрая зарядка. Технологии: Сканер лица, Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр, Компас. Защита корпуса: водозащита, влагозащита, пылезащищенный.",Белый
Смартфон Apple iPhone 12 mini 128GB (PRODUCT)RED,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Красный
Смартфон Apple iPhone 12 mini 128GB Black,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx + 12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Черный
Смартфон Apple iPhone 12 mini 128GB Blue,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Синий
Смартфон Apple iPhone 12 mini 128GB Green,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Зеленый
Смартфон Apple iPhone 12 mini 128GB Purple,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана, датчик ускорения (G-sensor), сенсор распознавания лица, поддержка беспроводной и быстрой зарядки, поддержка MagSafe, водозащита, влагозащита, пылезащищенный, гироскоп, акселерометр, датчик приближения, датчик освещения, барометр",Фиолетовый
Смартфон Apple iPhone 12 mini 128GB White,394890,iOS 14,"5,4″ - 13,7 см",128 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Белый
Смартфон Apple iPhone 12 mini 256GB (PRODUCT)RED,454890,iOS 14,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Красный
Смартфон Apple iPhone 12 mini 256GB Black,454890,iOS 14,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Черный
Смартфон Apple iPhone 12 mini 256GB Blue,454890,iOS 14,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Синий
Смартфон Apple iPhone 12 mini 256GB Green,454890,iOS 14,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Зеленый
Смартфон Apple iPhone 12 mini 256GB White,454890,iOS 14,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx + 12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Белый
Смартфон Apple iPhone 12 mini 64GB (PRODUCT)RED,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Красный
Смартфон Apple iPhone 12 mini 64GB Black,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Черный
Смартфон Apple iPhone 12 mini 64GB Blue,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Синий
Смартфон Apple iPhone 12 mini 64GB Green,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Зеленый
Смартфон Apple iPhone 12 mini 64GB Purple,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана, датчик ускорения (G-sensor), сенсор распознавания лица, поддержка беспроводной и быстрой зарядки, поддержка MagSafe, водозащита, влагозащита, пылезащищенный, гироскоп, акселерометр, датчик приближения, датчик освещения, барометр",Фиолетовый
Смартфон Apple iPhone 12 mini 64GB White,364890,iOS 14,"5,4″ - 13,7 см",64 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Датчик ориентации экрана. Датчик ускорения (G-sensor). Сенсор распознавания лица. Поддержка беспроводной и быстрой зарядки. Поддержка MagSafe. Водозащита, Влагозащита, Пылезащищенный.  Гироскоп, Акселерометр, Датчик приближения, Датчик освещения, Барометр",Белый
Смартфон Apple iPhone 12 Pro 128GB Gold,589890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Золотой
Смартфон Apple iPhone 12 Pro 128GB Graphite,589890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Графит
Смартфон Apple iPhone 12 Pro 128GB Pacific Blue,589890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Тихоокеанский синий
Смартфон Apple iPhone 12 Pro 128GB Silver,589890,iOS 14,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Серебристый
Смартфон Apple iPhone 12 Pro 256GB Gold,649890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Золотой
Смартфон Apple iPhone 12 Pro 256GB Graphite,649890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Графит
Смартфон Apple iPhone 12 Pro 256GB Pacific Blue,649890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Тихоокеанский синий
Смартфон Apple iPhone 12 Pro 256GB Silver,649890,iOS 14,"6,1″ - 15,5 см",256 GB,12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Серебристый
Смартфон Apple iPhone 12 Pro 512GB Gold,769890,iOS 14,"6,1″ - 15,5 см",512 GB,13 Mpx,13 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Золотой
Смартфон Apple iPhone 12 Pro 512GB Graphite,769890,iOS 14,"6,1″ - 15,5 см",512 GB,14 Mpx,14 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Графит
Смартфон Apple iPhone 12 Pro 512GB Pacific Blue,769890,iOS 14,"6,1″ - 15,5 см",512 GB,15 Mpx,15 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Тихоокеанский синий
Смартфон Apple iPhone 12 Pro 512GB Silver,769890,iOS 14,"6,1″ - 15,5 см",512 GB,16 Mpx,16 Mpx,бесплатно,Apple,Китай,"Встроенный барометр, поддержка беспроводной зарядки, степень защиты	IP68, погружение в воду на глубину 6 м",Серебристый
Смартфон Apple iPhone 12 Pro Max 128GB Gold,649890,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Золотистый
Смартфон Apple iPhone 12 Pro Max 128GB Graphite,649890,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Серый
Смартфон Apple iPhone 12 Pro Max 128GB Pacific Blue,649890,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Синий
Смартфон Apple iPhone 12 Pro Max 128GB Silver,649890,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Серебристый
Смартфон Apple iPhone 12 Pro Max 256GB Gold,709890,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Золотистый
Смартфон Apple iPhone 12 Pro Max 256GB Graphite,709890,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Серый
Смартфон Apple iPhone 12 Pro Max 256GB Pacific Blue,709890,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Синий
Смартфон Apple iPhone 12 Pro Max 256GB Silver,709890,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Серебристый
Смартфон Apple iPhone 12 Pro Max 512GB Gold,829890,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Золотистый
Смартфон Apple iPhone 12 Pro Max 512GB Silver,829890,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Погружение в воду на глубину 6 м,Серебристый
Смартфон Apple iPhone 13 128GB (PRODUCT)RED,494990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Красный
Смартфон Apple iPhone 13 128GB Blue,494990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Голубой
Смартфон Apple iPhone 13 128GB Midnight,494990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Черный
Смартфон Apple iPhone 13 128GB Pink,494990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Розовый
Смартфон Apple iPhone 13 128GB Starlight,494990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Белый
Смартфон Apple iPhone 13 256GB (PRODUCT)RED,559990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Красный
Смартфон Apple iPhone 13 256GB Blue,559990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Голубой
Смартфон Apple iPhone 13 256GB Midnight,559990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Черный
Смартфон Apple iPhone 13 256GB Pink,559790,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Розовый
Смартфон Apple iPhone 13 256GB Starlight,559990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Белый
Смартфон Apple iPhone 13 512GB (PRODUCT)RED,679990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Красный
Смартфон Apple iPhone 13 512GB Blue,679990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Голубой
Смартфон Apple iPhone 13 512GB Midnight,679990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Черный
Смартфон Apple iPhone 13 512GB Pink,679990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Розовый
Смартфон Apple iPhone 13 512GB Starlight,679990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду),Белый
Смартфон Apple iPhone 13 mini 128GB (PRODUCT)RED,434990,iOS,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Красный
Смартфон Apple iPhone 13 mini 128GB Blue,434990,iOS,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Синий
Смартфон Apple iPhone 13 mini 128GB Pink,434990,iOS,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Розовый
Смартфон Apple iPhone 13 mini 128GB Starlight,434990,iOS,"5,4″ - 13,7 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Белый
